-2.07672,-3.42982,0.95388,1.56439,-0.09060,3.36448,-5.67048,-1.15920,-1.49157,4.04438,-5.52834,-1.66340,0.25614,1
-2.17795,-0.33202,0.60598,0.16330,0.67212,-2.91972,5.31811,-3.13140,-2.75505,-4.42930,4.80024,-2.84945,0.08988,1
0.79880,3.17785,0.67426,-0.26343,0.86922,-0.11187,0.03322,-0.47305,-1.06623,1.76808,-0.13961,-0.77259,2.74047,1
2.10161,-2.94456,-1.66622,-3.06451,2.29478,-5.40491,7.58711,-1.38991,1.26855,3.01339,3.06180,-6.80705,-5.06914,1
-0.05002,-0.29021,3.19958,1.31532,-0.93592,4.19804,-0.54245,-1.92606,-3.77603,-0.25556,-1.61252,-1.01942,-0.22949,1
-0.46669,-5.55466,2.09554,-2.12781,5.56236,8.70607,-1.13668,-2.17074,-0.81091,0.30793,-3.18774,1.49303,-1.33739,1
2.77512,0.99188,4.27924,1.67007,-1.78282,3.71811,-1.50557,2.82370,1.62411,-1.10980,-3.88257,-0.37863,2.52614,1
0.62956,-0.89763,1.93338,-0.18139,0.20000,2.97611,-4.11632,-1.46637,-1.60600,2.21624,-3.37325,-0.53546,1.75201,1
-1.31206,-7.50330,-0.69103,-0.83630,3.12804,4.11999,-3.13348,0.09046,-2.81947,1.57266,-0.36635,-2.44912,0.37254,1
1.75649,0.45395,0.76176,3.65289,-3.39760,2.63683,-0.17565,0.84960,-0.54441,-0.02282,-2.89797,0.35034,-2.15331,1
3.68496,0.57111,0.64399,2.44364,2.00181,3.72225,7.59861,-0.95630,-1.57298,2.16161,-0.75210,-3.07048,-2.89328,1
1.62066,-4.70949,-1.17512,-1.44629,3.23164,2.17771,0.78350,-2.10278,-2.35146,0.41811,0.82765,-2.28331,-0.89445,1
0.09598,2.97253,0.81089,1.97594,-0.32775,1.20113,1.00552,-4.06841,-1.93499,-1.93780,-2.67681,-0.58876,-0.45168,1
0.62192,-2.73452,-0.93201,0.39017,-1.63505,1.54309,-3.99127,0.12835,-2.61519,2.80332,-1.08134,-0.68916,-1.11480,1
0.34259,-2.88419,2.97680,-2.67675,-3.07219,2.08659,-11.82194,-1.69399,-2.77540,-0.14508,-4.04496,-0.05052,2.70718,1
-0.49194,-2.20138,0.15348,0.71895,-0.00979,-1.16997,6.05694,-1.23102,-2.48545,0.53053,3.09935,-4.27008,-3.78033,1
-0.94102,-3.48571,4.05171,0.18731,-0.76017,4.92052,-0.09703,-1.53887,-1.67669,-0.17390,-1.84206,0.24613,-3.11033,1
-1.84115,1.07362,2.03853,0.07438,0.68707,1.56833,-1.93609,-0.72943,-2.90264,1.67394,-1.31780,-2.58070,2.56626,1
1.21876,-1.13868,2.60474,4.14262,-1.47800,4.63698,0.91769,1.47019,0.18574,1.74722,-4.33346,-1.27967,-1.11066,1
3.47220,-0.69970,2.20135,2.39882,-2.67126,2.46506,0.91703,0.98941,0.68902,-0.58479,-1.88082,0.41448,-1.03825,1
1.68412,2.23341,2.88893,0.23197,-0.03209,1.95974,1.28775,0.85837,-1.48773,-0.09654,0.23828,-1.36169,2.34775,1
1.82835,2.05525,-0.38932,-0.17403,-4.51179,-1.08130,-3.19240,3.87904,-1.43981,-0.76862,2.43001,1.31746,0.79528,1
1.90147,-1.79616,4.90853,0.70735,1.28857,5.65939,7.85062,-1.35808,-1.14842,0.01484,0.80733,-0.23797,-3.92518,1
-2.26530,-0.80958,4.05201,1.30013,0.96042,3.47122,-0.59734,0.38721,-3.02092,3.72309,-2.31429,-4.67262,2.35937,1
3.94510,5.31730,1.04058,1.61035,-1.40936,0.81260,4.53671,4.52501,0.17791,-0.22027,2.48259,0.41194,1.62727,1
2.46401,0.63317,2.72879,-1.73505,1.27776,-0.75471,8.42219,-2.77319,0.98231,2.20102,0.98863,-2.47950,-4.92161,1
-1.92483,-2.24183,-1.29131,4.68690,-2.27862,-0.88689,1.39732,2.77794,0.40735,3.51103,-1.94686,-3.94060,-2.53086,1
