-0.82228,0.22675,0.77072,3.34529,0.34803,-4.78617,-1.07418,-1.11409,1.04833,1.29723,-1.42921,0.42008,1
-0.52061,2.42061,1.59634,2.45354,2.51354,-5.49612,-0.82629,0.51314,0.47432,3.14523,-2.91205,-1.34240,1
2.31746,7.07476,-3.18654,-3.96688,-0.45411,-3.51655,0.50757,4.81278,-0.06031,9.97736,0.22829,-4.55911,1
-0.13422,-1.82951,1.43430,1.83205,0.40084,0.98883,-0.91632,1.28505,-0.14896,2.56639,2.17548,3.53326,1
-2.85377,-1.71859,-0.87737,1.41305,-0.83671,-1.60386,1.36924,0.75901,6.93069,-5.17288,-4.51826,-1.44608,1
0.06985,0.03038,2.16553,1.80065,-0.23516,-3.27112,-2.56400,5.65884,2.44130,12.00846,0.22567,4.56426,1
1.50855,-2.06185,1.56339,1.23254,0.64980,0.90025,-1.55176,2.56257,1.10435,2.59926,0.00800,2.66391,1
0.18423,1.57487,-0.46726,-3.00161,1.17316,-1.34908,0.05863,-1.75820,-4.10136,2.68856,0.29683,0.74482,1
0.78475,0.51679,-1.59839,2.81966,-1.25766,-3.25701,-3.18222,1.51711,4.75073,2.32560,-1.06789,-0.29957,1
2.47446,-0.30930,0.74059,-2.18673,0.64451,2.00916,2.01341,-3.05779,-4.57842,-4.57914,-1.93934,-1.03964,1
2.27522,2.07075,-0.48229,-0.22220,2.41384,-0.70497,1.12978,1.36995,-2.62427,3.92333,-0.46322,2.03803,1
1.16195,0.25285,-1.90938,5.56754,-0.69033,-1.62025,-0.02869,-0.94557,0.24195,0.17320,3.65103,1.68004,1
3.79959,0.89568,-1.58397,-3.36036,1.66981,0.18029,0.69127,-0.05376,-3.00874,0.31683,-0.50963,-1.44414,1
-0.29209,-3.34772,-1.54876,2.09840,1.83657,-1.67746,-4.98153,-1.36429,4.87922,-4.19967,-1.39626,0.77899,1
-2.21050,-2.46004,-2.40921,3.04910,1.55384,-2.39272,-3.49089,-2.89275,3.95765,-4.95397,0.76203,0.65410,1
1.02154,0.12537,-0.33113,-0.48511,0.24357,-0.84144,2.26462,-0.76131,-0.54694,-2.58454,-1.88721,-1.88363,1
1.89114,3.80689,1.29304,0.06007,2.44639,1.28887,1.00875,-1.75176,-6.76812,2.13529,-0.78648,2.44796,1
1.97134,-2.47488,-2.72481,3.41188,4.08703,-5.96007,-1.56470,-3.28929,0.03079,-2.78655,0.84496,0.82925,1
2.17054,-0.49122,3.15702,-1.49458,2.16863,-2.32912,-0.84858,4.12563,-3.16708,10.37549,2.32629,1.63572,1
0.49506,1.68307,-1.09116,4.24432,-2.14322,-2.64986,0.05518,2.98556,2.60276,6.23121,1.55577,2.27618,1
0.79221,-1.65166,1.77997,-3.30960,2.04629,1.89634,-1.32480,-1.21085,-0.87272,-5.61221,-1.49528,-5.12452,1
-0.54809,-2.88631,2.04939,-1.27370,3.85660,-2.03769,-2.54227,-1.50599,-0.48427,-1.87369,-1.74613,-0.46239,1
-1.08621,1.64118,0.51636,3.36043,0.01754,-3.10083,2.68903,0.60684,-1.21510,4.21398,1.43638,2.16148,1
0.58745,-4.55786,-0.91142,1.57960,-0.73709,-0.54900,2.00754,-0.10942,4.60050,-6.55622,-3.11319,-0.03045,1
1.93543,0.49231,-1.94467,1.90888,2.45633,-6.13369,-0.82002,-0.90018,-0.93300,2.22406,2.26205,-1.74494,1
0.79604,1.91392,-1.43085,-1.45032,-0.40490,-0.36622,2.90872,1.70115,0.93100,-0.88519,-0.55345,-4.41579,1
0.73254,-2.03800,3.36688,-1.24117,1.12068,2.87767,-1.71646,2.94209,-2.23640,5.25855,3.15741,2.64079,1
1.24034,-0.98832,0.94378,-0.67682,2.52806,-2.20221,-0.90601,-0.83632,-2.56075,0.62027,1.81926,-1.94278,1
-1.75442,-0.88293,1.88390,1.34459,1.51331,-2.61568,-0.84258,-0.15565,3.77001,-3.97709,-4.74208,-3.22571,1
1.57091,0.23044,2.94618,3.92229,-0.76211,-0.40539,1.77610,2.29009,-2.46814,6.61426,1.13074,4.94354,1
6.22281,0.96870,0.94543,3.06550,-0.24028,-1.64510,1.30175,1.31163,-4.00792,4.38512,2.02754,-0.29732,1
0.51851,-1.01264,-1.30257,2.70310,-0.47874,2.60735,0.98483,-1.42161,0.17350,-4.92569,2.22357,0.40958,1
1.37425,1.05020,0.55865,0.85292,0.83963,-0.49115,-0.47227,-0.83953,-1.84853,-0.01300,-0.02838,-0.84560,1
1.13452,-2.90637,3.27230,-0.79106,3.30965,2.95118,1.57050,-1.52971,-6.20712,-1.87848,3.00922,1.45314,1
1.31603,1.05194,2.38199,1.97998,-1.29064,-0.39856,-0.23977,3.81106,-0.75516,8.15223,1.86923,2.12036,1
